date,year,month,quarter,department,cost_center,category,actual
2023-01-01,2023,1,Q1,Finance,CC-6001,Headcount,34.56
2023-01-01,2023,1,Q1,IT,CC-7001,Salaries,275203.07
2023-01-01,2023,1,Q1,IT,CC-7001,OPEX,46594.78
2023-01-01,2023,1,Q1,IT,CC-7001,Capex,95682.59
2023-01-01,2023,1,Q1,IT,CC-7001,T&E,28899.17
2023-01-01,2023,1,Q1,IT,CC-7001,Marketing Spend,256881.77
2023-01-01,2023,1,Q1,IT,CC-7001,Software,13785.58
2023-01-01,2023,1,Q1,IT,CC-7001,Utilities,15763.18
2023-01-01,2023,1,Q1,IT,CC-7001,Headcount,109.13
2023-02-01,2023,2,Q1,Engineering,CC-1001,Salaries,785104.22
2023-02-01,2023,2,Q1,Engineering,CC-1001,OPEX,119486.5
2023-02-01,2023,2,Q1,Engineering,CC-1001,Capex,60315.72
2023-02-01,2023,2,Q1,Engineering,CC-1001,T&E,38918.04
2023-02-01,2023,2,Q1,Engineering,CC-1001,Marketing Spend,199869.86
2023-02-01,2023,2,Q1,Engineering,CC-1001,Software,57525.85
2023-02-01,2023,2,Q1,Engineering,CC-1001,Utilities,33825.39
2023-02-01,2023,2,Q1,Engineering,CC-1001,Headcount,34.57
2023-02-01,2023,2,Q1,Sales,CC-2001,Salaries,528032.23
2023-02-01,2023,2,Q1,Sales,CC-2001,OPEX,100507.3
2023-02-01,2023,2,Q1,Sales,CC-2001,Capex,48510.89
2023-02-01,2023,2,Q1,Sales,CC-2001,T&E,17577.66
2023-02-01,2023,2,Q1,Sales,CC-2001,Marketing Spend,124471.3
2023-02-01,2023,2,Q1,Sales,CC-2001,Software,28822.52
2023-02-01,2023,2,Q1,Sales,CC-2001,Utilities,9953.18
2023-02-01,2023,2,Q1,Sales,CC-2001,Headcount,31.28
2023-02-01,2023,2,Q1,Marketing,CC-3001,Salaries,808403.85
2023-02-01,2023,2,Q1,Marketing,CC-3001,OPEX,137210.64
2023-02-01,2023,2,Q1,Marketing,CC-3001,Capex,10825.43
2023-02-01,2023,2,Q1,Marketing,CC-3001,T&E,20075.02
2023-02-01,2023,2,Q1,Marketing,CC-3001,Marketing Spend,212778.92
2023-02-01,2023,2,Q1,Marketing,CC-3001,Software,54772.85
2023-02-01,2023,2,Q1,Marketing,CC-3001,Utilities,21141.37
2023-02-01,2023,2,Q1,Marketing,CC-3001,Headcount,29.32
2023-02-01,2023,2,Q1,HR,CC-4001,Salaries,625652.71
2023-02-01,2023,2,Q1,HR,CC-4001,OPEX,74408.09
2023-02-01,2023,2,Q1,HR,CC-4001,Capex,92965.55
2023-02-01,2023,2,Q1,HR,CC-4001,T&E,21035.57
2023-02-01,2023,2,Q1,HR,CC-4001,Marketing Spend,283865.89
2023-02-01,2023,2,Q1,HR,CC-4001,Software,99247.13
2023-02-01,2023,2,Q1,HR,CC-4001,Utilities,23692.87
2023-02-01,2023,2,Q1,HR,CC-4001,Headcount,15.69
2023-02-01,2023,2,Q1,Operations,CC-5001,Salaries,264668.54
2023-02-01,2023,2,Q1,Operations,CC-5001,OPEX,154685.4
2023-02-01,2023,2,Q1,Operations,CC-5001,Capex,77591.84
2023-02-01,2023,2,Q1,Operations,CC-5001,T&E,18223.83
2023-02-01,2023,2,Q1,Operations,CC-5001,Marketing Spend,215014.83
2023-02-01,2023,2,Q1,Operations,CC-5001,Software,58673.61
2023-02-01,2023,2,Q1,Operations,CC-5001,Utilities,17556.14
2023-02-01,2023,2,Q1,Operations,CC-5001,Headcount,48.95
2023-02-01,2023,2,Q1,Finance,CC-6001,Salaries,1072940.07
2023-02-01,2023,2,Q1,Finance,CC-6001,OPEX,52165.31
2023-02-01,2023,2,Q1,Finance,CC-6001,Capex,151014.41
2023-02-01,2023,2,Q1,Finance,CC-6001,T&E,44785.94
2023-02-01,2023,2,Q1,Finance,CC-6001,Marketing Spend,84775.71
2023-02-01,2023,2,Q1,Finance,CC-6001,Software,35073.11
2023-02-01,2023,2,Q1,Finance,CC-6001,Utilities,24112.94
2023-02-01,2023,2,Q1,Finance,CC-6001,Headcount,121.12
2023-02-01,2023,2,Q1,IT,CC-7001,Salaries,799553.15
2023-02-01,2023,2,Q1,IT,CC-7001,OPEX,181968.26
2023-02-01,2023,2,Q1,IT,CC-7001,Capex,57061.56
2023-02-01,2023,2,Q1,IT,CC-7001,T&E,36316.96
2023-02-01,2023,2,Q1,IT,CC-7001,Marketing Spend,394598.64
2023-02-01,2023,2,Q1,IT,CC-7001,Software,64562.28
2023-02-01,2023,2,Q1,IT,CC-7001,Utilities,28624.43
2023-02-01,2023,2,Q1,IT,CC-7001,Headcount,80.64
2023-03-01,2023,3,Q1,Engineering,CC-1001,Salaries,676322.63
2023-03-01,2023,3,Q1,Engineering,CC-1001,OPEX,174638.5
2023-03-01,2023,3,Q1,Engineering,CC-1001,Capex,104764.67
2023-03-01,2023,3,Q1,Engineering,CC-1001,T&E,11464.81
2023-03-01,2023,3,Q1,Engineering,CC-1001,Marketing Spend,116907.48
2023-03-01,2023,3,Q1,Engineering,CC-1001,Software,85255.75
2023-03-01,2023,3,Q1,Engineering,CC-1001,Utilities,15402.04
2023-03-01,2023,3,Q1,Engineering,CC-1001,Headcount,44.35
2023-03-01,2023,3,Q1,Sales,CC-2001,Salaries,725980.04
2023-03-01,2023,3,Q1,Sales,CC-2001,OPEX,157893.45
2023-03-01,2023,3,Q1,Sales,CC-2001,Capex,97210.16
2023-03-01,2023,3,Q1,Sales,CC-2001,T&E,32882.69
2023-03-01,2023,3,Q1,Sales,CC-2001,Marketing Spend,33895.01
2023-03-01,2023,3,Q1,Sales,CC-2001,Software,60853.86
2023-03-01,2023,3,Q1,Sales,CC-2001,Utilities,16000.04
2023-03-01,2023,3,Q1,Sales,CC-2001,Headcount,91.76
2023-03-01,2023,3,Q1,Marketing,CC-3001,Salaries,679641.43
2023-03-01,2023,3,Q1,Marketing,CC-3001,OPEX,46435.8
2023-03-01,2023,3,Q1,Marketing,CC-3001,Capex,29723.17
2023-03-01,2023,3,Q1,Marketing,CC-3001,T&E,18245.73
2023-03-01,2023,3,Q1,Marketing,CC-3001,Marketing Spend,279674.81
2023-03-01,2023,3,Q1,Marketing,CC-3001,Software,27560.58
2023-03-01,2023,3,Q1,Marketing,CC-3001,Utilities,24735.92
2023-03-01,2023,3,Q1,Marketing,CC-3001,Headcount,100.24
2023-03-01,2023,3,Q1,HR,CC-4001,Salaries,374615.82
2023-03-01,2023,3,Q1,HR,CC-4001,OPEX,92402.27
2023-03-01,2023,3,Q1,HR,CC-4001,Capex,168217.43
2023-03-01,2023,3,Q1,HR,CC-4001,T&E,21910.93
2023-03-01,2023,3,Q1,HR,CC-4001,Marketing Spend,59766.76
2023-03-01,2023,3,Q1,HR,CC-4001,Software,11515.66
2023-03-01,2023,3,Q1,HR,CC-4001,Utilities,15554.79
2023-03-01,2023,3,Q1,HR,CC-4001,Headcount,10.61
2023-03-01,2023,3,Q1,Operations,CC-5001,Salaries,967875.43
2023-03-01,2023,3,Q1,Operations,CC-5001,OPEX,65559.74
2023-03-01,2023,3,Q1,Operations,CC-5001,Capex,29086.68
2023-03-01,2023,3,Q1,Operations,CC-5001,T&E,23191.8
2023-03-01,2023,3,Q1,Operations,CC-5001,Marketing Spend,85686.61
2023-03-01,2023,3,Q1,Operations,CC-5001,Software,40254.7
2023-03-01,2023,3,Q1,Operations,CC-5001,Utilities,19795.0
2023-03-01,2023,3,Q1,Operations,CC-5001,Headcount,53.36
2023-03-01,2023,3,Q1,Finance,CC-6001,Salaries,548781.59
2023-03-01,2023,3,Q1,Finance,CC-6001,OPEX,68467.52
2023-03-01,2023,3,Q1,Finance,CC-6001,Capex,77378.02
2023-03-01,2023,3,Q1,Finance,CC-6001,T&E,9432.13
2023-03-01,2023,3,Q1,Finance,CC-6001,Marketing Spend,342982.53
2023-03-01,2023,3,Q1,Finance,CC-6001,Software,60000.89
2023-03-01,2023,3,Q1,Finance,CC-6001,Utilities,11888.72
2023-03-01,2023,3,Q1,Finance,CC-6001,Headcount,26.91
2023-03-01,2023,3,Q1,IT,CC-7001,Salaries,687879.74
2023-03-01,2023,3,Q1,IT,CC-7001,OPEX,331774.1
2023-03-01,2023,3,Q1,IT,CC-7001,Capex,114884.6
2023-03-01,2023,3,Q1,IT,CC-7001,T&E,36570.09
2023-03-01,2023,3,Q1,IT,CC-7001,Marketing Spend,161174.39
2023-03-01,2023,3,Q1,IT,CC-7001,Software,60233.36
2023-03-01,2023,3,Q1,IT,CC-7001,Utilities,13407.41
2023-03-01,2023,3,Q1,IT,CC-7001,Headcount,65.46
2023-04-01,2023,4,Q2,Engineering,CC-1001,Salaries,1025826.77
2023-04-01,2023,4,Q2,Engineering,CC-1001,OPEX,202811.16
2023-04-01,2023,4,Q2,Engineering,CC-1001,Capex,61070.3
2023-04-01,2023,4,Q2,Engineering,CC-1001,T&E,33771.98
2023-04-01,2023,4,Q2,Engineering,CC-1001,Marketing Spend,94885.51
2023-04-01,2023,4,Q2,Engineering,CC-1001,Software,34247.53
2023-04-01,2023,4,Q2,Engineering,CC-1001,Utilities,30241.24
2023-04-01,2023,4,Q2,Engineering,CC-1001,Headcount,42.43
2023-04-01,2023,4,Q2,Sales,CC-2001,Salaries,838575.62
2023-04-01,2023,4,Q2,Sales,CC-2001,OPEX,91795.81
2023-04-01,2023,4,Q2,Sales,CC-2001,Capex,40904.68
2023-04-01,2023,4,Q2,Sales,CC-2001,T&E,36732.26
2023-04-01,2023,4,Q2,Sales,CC-2001,Marketing Spend,416271.54
2023-04-01,2023,4,Q2,Sales,CC-2001,Software,81839.3
2023-04-01,2023,4,Q2,Sales,CC-2001,Utilities,18161.16
2023-04-01,2023,4,Q2,Sales,CC-2001,Headcount,16.56
2023-04-01,2023,4,Q2,Marketing,CC-3001,Salaries,688180.7
2023-04-01,2023,4,Q2,Marketing,CC-3001,OPEX,228913.41
2023-04-01,2023,4,Q2,Marketing,CC-3001,Capex,50072.18
2023-04-01,2023,4,Q2,Marketing,CC-3001,T&E,45823.63
2023-04-01,2023,4,Q2,Marketing,CC-3001,Marketing Spend,169502.72
2023-04-01,2023,4,Q2,Marketing,CC-3001,Software,54881.97
2023-04-01,2023,4,Q2,Marketing,CC-3001,Utilities,5192.59
2023-04-01,2023,4,Q2,Marketing,CC-3001,Headcount,122.34
2023-04-01,2023,4,Q2,HR,CC-4001,Salaries,768497.77
2023-04-01,2023,4,Q2,HR,CC-4001,OPEX,131739.21
2023-04-01,2023,4,Q2,HR,CC-4001,Capex,146099.33
2023-04-01,2023,4,Q2,HR,CC-4001,T&E,43429.95
2023-04-01,2023,4,Q2,HR,CC-4001,Marketing Spend,35439.76
2023-04-01,2023,4,Q2,HR,CC-4001,Software,86244.81
2023-04-01,2023,4,Q2,HR,CC-4001,Utilities,44573.67
2023-04-01,2023,4,Q2,HR,CC-4001,Headcount,100.5
2023-04-01,2023,4,Q2,Operations,CC-5001,Salaries,748111.07
2023-04-01,2023,4,Q2,Operations,CC-5001,OPEX,146666.09
2023-04-01,2023,4,Q2,Operations,CC-5001,Capex,37771.58
2023-04-01,2023,4,Q2,Operations,CC-5001,T&E,17101.26
2023-04-01,2023,4,Q2,Operations,CC-5001,Marketing Spend,206860.0
2023-04-01,2023,4,Q2,Operations,CC-5001,Software,49750.03
2023-04-01,2023,4,Q2,Operations,CC-5001,Utilities,11717.35
2023-04-01,2023,4,Q2,Operations,CC-5001,Headcount,13.94
2023-04-01,2023,4,Q2,Finance,CC-6001,Salaries,774717.66
2023-04-01,2023,4,Q2,Finance,CC-6001,OPEX,204743.98
2023-04-01,2023,4,Q2,Finance,CC-6001,Capex,91736.47
2023-04-01,2023,4,Q2,Finance,CC-6001,T&E,10315.29
2023-04-01,2023,4,Q2,Finance,CC-6001,Marketing Spend,306970.38
2023-04-01,2023,4,Q2,Finance,CC-6001,Software,113908.55
2023-04-01,2023,4,Q2,Finance,CC-6001,Utilities,11060.6
2023-04-01,2023,4,Q2,Finance,CC-6001,Headcount,67.21
2023-04-01,2023,4,Q2,IT,CC-7001,Salaries,782663.48
2023-04-01,2023,4,Q2,IT,CC-7001,OPEX,94822.64
2023-04-01,2023,4,Q2,IT,CC-7001,Capex,115451.02
2023-04-01,2023,4,Q2,IT,CC-7001,T&E,9254.93
2023-04-01,2023,4,Q2,IT,CC-7001,Marketing Spend,214765.97
2023-04-01,2023,4,Q2,IT,CC-7001,Software,60279.26
2023-04-01,2023,4,Q2,IT,CC-7001,Utilities,15862.73
2023-04-01,2023,4,Q2,IT,CC-7001,Headcount,52.8
2023-05-01,2023,5,Q2,Engineering,CC-1001,Salaries,594169.78
2023-05-01,2023,5,Q2,Engineering,CC-1001,OPEX,84130.21
2023-05-01,2023,5,Q2,Engineering,CC-1001,Capex,64564.63
2023-05-01,2023,5,Q2,Engineering,CC-1001,T&E,58943.79
2023-05-01,2023,5,Q2,Engineering,CC-1001,Marketing Spend,67686.04
2023-05-01,2023,5,Q2,Engineering,CC-1001,Software,45107.55
2023-05-01,2023,5,Q2,Engineering,CC-1001,Utilities,9886.53
2023-05-01,2023,5,Q2,Engineering,CC-1001,Headcount,99.26
2023-05-01,2023,5,Q2,Sales,CC-2001,Salaries,860720.34
2023-05-01,2023,5,Q2,Sales,CC-2001,OPEX,209607.22
2023-05-01,2023,5,Q2,Sales,CC-2001,Capex,21756.07
2023-05-01,2023,5,Q2,Sales,CC-2001,T&E,23257.92
2023-05-01,2023,5,Q2,Sales,CC-2001,Marketing Spend,208979.44
2023-05-01,2023,5,Q2,Sales,CC-2001,Software,52775.32
2023-05-01,2023,5,Q2,Sales,CC-2001,Utilities,28522.11
2023-05-01,2023,5,Q2,Sales,CC-2001,Headcount,19.39
2023-05-01,2023,5,Q2,Marketing,CC-3001,Salaries,464180.58
2023-05-01,2023,5,Q2,Marketing,CC-3001,OPEX,124010.15
2023-05-01,2023,5,Q2,Marketing,CC-3001,Capex,75470.8
2023-05-01,2023,5,Q2,Marketing,CC-3001,T&E,13640.37
2023-05-01,2023,5,Q2,Marketing,CC-3001,Marketing Spend,238719.34
2023-05-01,2023,5,Q2,Marketing,CC-3001,Software,34290.36
2023-05-01,2023,5,Q2,Marketing,CC-3001,Utilities,18633.06
2023-05-01,2023,5,Q2,Marketing,CC-3001,Headcount,92.31
2023-05-01,2023,5,Q2,HR,CC-4001,Salaries,468010.72
2023-05-01,2023,5,Q2,HR,CC-4001,OPEX,106431.5
2023-05-01,2023,5,Q2,HR,CC-4001,Capex,108882.97
2023-05-01,2023,5,Q2,HR,CC-4001,T&E,35857.39
2023-05-01,2023,5,Q2,HR,CC-4001,Marketing Spend,174716.42
2023-05-01,2023,5,Q2,HR,CC-4001,Software,87229.27
2023-05-01,2023,5,Q2,HR,CC-4001,Utilities,9444.09
2023-05-01,2023,5,Q2,HR,CC-4001,Headcount,89.92
2023-05-01,2023,5,Q2,Operations,CC-5001,Salaries,716212.22
2023-05-01,2023,5,Q2,Operations,CC-5001,OPEX,216799.56
2023-05-01,2023,5,Q2,Operations,CC-5001,Capex,24547.78
2023-05-01,2023,5,Q2,Operations,CC-5001,T&E,9593.7
2023-05-01,2023,5,Q2,Operations,CC-5001,Marketing Spend,106326.34
2023-05-01,2023,5,Q2,Operations,CC-5001,Software,64017.87
2023-05-01,2023,5,Q2,Operations,CC-5001,Utilities,13476.54
2023-05-01,2023,5,Q2,Operations,CC-5001,Headcount,99.18
2023-05-01,2023,5,Q2,Finance,CC-6001,Salaries,619350.19
2023-05-01,2023,5,Q2,Finance,CC-6001,OPEX,86190.88
2023-05-01,2023,5,Q2,Finance,CC-6001,Capex,74467.8
2023-05-01,2023,5,Q2,Finance,CC-6001,T&E,41902.86
2023-05-01,2023,5,Q2,Finance,CC-6001,Marketing Spend,198279.35
2023-05-01,2023,5,Q2,Finance,CC-6001,Software,45732.99
2023-05-01,2023,5,Q2,Finance,CC-6001,Utilities,23194.71
2023-05-01,2023,5,Q2,Finance,CC-6001,Headcount,42.7
2023-05-01,2023,5,Q2,IT,CC-7001,Salaries,831194.8
2023-05-01,2023,5,Q2,IT,CC-7001,OPEX,68888.36
2023-05-01,2023,5,Q2,IT,CC-7001,Capex,27015.68
2023-05-01,2023,5,Q2,IT,CC-7001,T&E,14387.8
2023-05-01,2023,5,Q2,IT,CC-7001,Marketing Spend,138128.17
2023-05-01,2023,5,Q2,IT,CC-7001,Software,38587.49
2023-05-01,2023,5,Q2,IT,CC-7001,Utilities,19163.17
2023-05-01,2023,5,Q2,IT,CC-7001,Headcount,79.64
2023-06-01,2023,6,Q2,Engineering,CC-1001,Salaries,438604.85
2023-06-01,2023,6,Q2,Engineering,CC-1001,OPEX,93459.55
2023-06-01,2023,6,Q2,Engineering,CC-1001,Capex,77338.1
2023-06-01,2023,6,Q2,Engineering,CC-1001,T&E,19409.83
2023-06-01,2023,6,Q2,Engineering,CC-1001,Marketing Spend,266658.81
2023-06-01,2023,6,Q2,Engineering,CC-1001,Software,68508.38
2023-06-01,2023,6,Q2,Engineering,CC-1001,Utilities,18755.38
2023-06-01,2023,6,Q2,Engineering,CC-1001,Headcount,51.79
2023-06-01,2023,6,Q2,Sales,CC-2001,Salaries,489442.78
2023-06-01,2023,6,Q2,Sales,CC-2001,OPEX,54309.43
2023-06-01,2023,6,Q2,Sales,CC-2001,Capex,214847.33
2023-06-01,2023,6,Q2,Sales,CC-2001,T&E,30183.86
2023-06-01,2023,6,Q2,Sales,CC-2001,Marketing Spend,281791.83
2023-06-01,2023,6,Q2,Sales,CC-2001,Software,32219.62
2023-06-01,2023,6,Q2,Sales,CC-2001,Utilities,10180.81
2023-06-01,2023,6,Q2,Sales,CC-2001,Headcount,14.28
2023-06-01,2023,6,Q2,Marketing,CC-3001,Salaries,621282.02
2023-06-01,2023,6,Q2,Marketing,CC-3001,OPEX,48321.44
2023-06-01,2023,6,Q2,Marketing,CC-3001,Capex,39075.71
2023-06-01,2023,6,Q2,Marketing,CC-3001,T&E,50909.06
2023-06-01,2023,6,Q2,Marketing,CC-3001,Marketing Spend,84287.24
2023-06-01,2023,6,Q2,Marketing,CC-3001,Software,53624.2
2023-06-01,2023,6,Q2,Marketing,CC-3001,Utilities,20681.53
2023-06-01,2023,6,Q2,Marketing,CC-3001,Headcount,97.55
2023-06-01,2023,6,Q2,HR,CC-4001,Salaries,640242.06
2023-06-01,2023,6,Q2,HR,CC-4001,OPEX,55529.54
2023-06-01,2023,6,Q2,HR,CC-4001,Capex,90556.42
2023-06-01,2023,6,Q2,HR,CC-4001,T&E,27025.72
2023-06-01,2023,6,Q2,HR,CC-4001,Marketing Spend,29166.37
2023-06-01,2023,6,Q2,HR,CC-4001,Software,29001.97
2023-06-01,2023,6,Q2,HR,CC-4001,Utilities,16840.09
2023-06-01,2023,6,Q2,HR,CC-4001,Headcount,37.41
2023-06-01,2023,6,Q2,Operations,CC-5001,Salaries,809542.71
2023-06-01,2023,6,Q2,Operations,CC-5001,OPEX,180559.38
2023-06-01,2023,6,Q2,Operations,CC-5001,Capex,136213.06
2023-06-01,2023,6,Q2,Operations,CC-5001,T&E,21392.02
2023-06-01,2023,6,Q2,Operations,CC-5001,Marketing Spend,98228.5
2023-06-01,2023,6,Q2,Operations,CC-5001,Software,20019.64
2023-06-01,2023,6,Q2,Operations,CC-5001,Utilities,5297.65
2023-06-01,2023,6,Q2,Operations,CC-5001,Headcount,90.76
2023-06-01,2023,6,Q2,Finance,CC-6001,Salaries,610244.34
2023-06-01,2023,6,Q2,Finance,CC-6001,OPEX,103183.47
2023-06-01,2023,6,Q2,Finance,CC-6001,Capex,144393.15
2023-06-01,2023,6,Q2,Finance,CC-6001,T&E,40541.1
2023-06-01,2023,6,Q2,Finance,CC-6001,Marketing Spend,175988.41
2023-06-01,2023,6,Q2,Finance,CC-6001,Software,69728.59
2023-06-01,2023,6,Q2,Finance,CC-6001,Utilities,26114.55
2023-06-01,2023,6,Q2,Finance,CC-6001,Headcount,20.91
2023-06-01,2023,6,Q2,IT,CC-7001,Salaries,515005.07
2023-06-01,2023,6,Q2,IT,CC-7001,OPEX,88719.61
2023-06-01,2023,6,Q2,IT,CC-7001,Capex,77186.46
2023-06-01,2023,6,Q2,IT,CC-7001,T&E,16135.2
2023-06-01,2023,6,Q2,IT,CC-7001,Marketing Spend,75033.33
2023-06-01,2023,6,Q2,IT,CC-7001,Software,17258.13
2023-06-01,2023,6,Q2,IT,CC-7001,Utilities,14216.01
2023-06-01,2023,6,Q2,IT,CC-7001,Headcount,92.48
2023-07-01,2023,7,Q3,Engineering,CC-1001,Salaries,785752.94
2023-07-01,2023,7,Q3,Engineering,CC-1001,OPEX,114274.29
2023-07-01,2023,7,Q3,Engineering,CC-1001,Capex,31768.44
2023-07-01,2023,7,Q3,Engineering,CC-1001,T&E,13966.46
2023-07-01,2023,7,Q3,Engineering,CC-1001,Marketing Spend,248769.39
2023-07-01,2023,7,Q3,Engineering,CC-1001,Software,12536.01
2023-07-01,2023,7,Q3,Engineering,CC-1001,Utilities,14337.42
2023-07-01,2023,7,Q3,Engineering,CC-1001,Headcount,88.2
2023-07-01,2023,7,Q3,Sales,CC-2001,Salaries,752811.0
2023-07-01,2023,7,Q3,Sales,CC-2001,OPEX,109525.12
2023-07-01,2023,7,Q3,Sales,CC-2001,Capex,104557.83
2023-07-01,2023,7,Q3,Sales,CC-2001,T&E,6320.22
2023-07-01,2023,7,Q3,Sales,CC-2001,Marketing Spend,24413.05
2023-07-01,2023,7,Q3,Sales,CC-2001,Software,42250.61
2023-07-01,2023,7,Q3,Sales,CC-2001,Utilities,3402.43
2023-07-01,2023,7,Q3,Sales,CC-2001,Headcount,85.21
2023-07-01,2023,7,Q3,Marketing,CC-3001,Salaries,255696.74
2023-07-01,2023,7,Q3,Marketing,CC-3001,OPEX,178028.96
2023-07-01,2023,7,Q3,Marketing,CC-3001,Capex,131249.91
2023-07-01,2023,7,Q3,Marketing,CC-3001,T&E,13568.88
2023-07-01,2023,7,Q3,Marketing,CC-3001,Marketing Spend,143928.34
2023-07-01,2023,7,Q3,Marketing,CC-3001,Software,52234.51
2023-07-01,2023,7,Q3,Marketing,CC-3001,Utilities,23968.31
2023-07-01,2023,7,Q3,Marketing,CC-3001,Headcount,58.23
2023-07-01,2023,7,Q3,HR,CC-4001,Salaries,431923.29
2023-07-01,2023,7,Q3,HR,CC-4001,OPEX,74021.21
2023-07-01,2023,7,Q3,HR,CC-4001,Capex,233273.5
2023-07-01,2023,7,Q3,HR,CC-4001,T&E,31338.65
2023-07-01,2023,7,Q3,HR,CC-4001,Marketing Spend,48440.54
2023-07-01,2023,7,Q3,HR,CC-4001,Software,29914.53
2023-07-01,2023,7,Q3,HR,CC-4001,Utilities,18553.88
2023-07-01,2023,7,Q3,HR,CC-4001,Headcount,107.44
2023-07-01,2023,7,Q3,Operations,CC-5001,Salaries,583867.17
2023-07-01,2023,7,Q3,Operations,CC-5001,OPEX,273428.25
2023-07-01,2023,7,Q3,Operations,CC-5001,Capex,47536.35
2023-07-01,2023,7,Q3,Operations,CC-5001,T&E,6970.47
2023-07-01,2023,7,Q3,Operations,CC-5001,Marketing Spend,166979.73
2023-07-01,2023,7,Q3,Operations,CC-5001,Software,12407.14
2023-07-01,2023,7,Q3,Operations,CC-5001,Utilities,2546.68
2023-07-01,2023,7,Q3,Operations,CC-5001,Headcount,95.28
2023-07-01,2023,7,Q3,Finance,CC-6001,Salaries,256741.8
2023-07-01,2023,7,Q3,Finance,CC-6001,OPEX,62571.31
2023-07-01,2023,7,Q3,Finance,CC-6001,Capex,112572.43
2023-07-01,2023,7,Q3,Finance,CC-6001,T&E,6793.65
2023-07-01,2023,7,Q3,Finance,CC-6001,Marketing Spend,191404.9
2023-07-01,2023,7,Q3,Finance,CC-6001,Software,53699.75
2023-07-01,2023,7,Q3,Finance,CC-6001,Utilities,14237.97
2023-07-01,2023,7,Q3,Finance,CC-6001,Headcount,80.39
2023-07-01,2023,7,Q3,IT,CC-7001,Salaries,615628.02
2023-07-01,2023,7,Q3,IT,CC-7001,OPEX,73057.4
2023-07-01,2023,7,Q3,IT,CC-7001,Capex,38270.23
2023-07-01,2023,7,Q3,IT,CC-7001,T&E,24205.75
2023-07-01,2023,7,Q3,IT,CC-7001,Marketing Spend,268370.72
2023-07-01,2023,7,Q3,IT,CC-7001,Software,24181.85
