date,year,month,quarter,department,cost_center,category,forecast
2025-06-01,2025,6,Q2,HR,CC-4001,OPEX,179051.11
2025-06-01,2025,6,Q2,HR,CC-4001,Capex,130006.54
2025-06-01,2025,6,Q2,HR,CC-4001,T&E,36970.33
2025-06-01,2025,6,Q2,HR,CC-4001,Marketing Spend,61866.01
2025-06-01,2025,6,Q2,HR,CC-4001,Software,38221.16
2025-06-01,2025,6,Q2,HR,CC-4001,Utilities,15425.54
2025-06-01,2025,6,Q2,HR,CC-4001,Headcount,115.92
2025-06-01,2025,6,Q2,Operations,CC-5001,Salaries,792305.12
2025-06-01,2025,6,Q2,Operations,CC-5001,OPEX,73294.37
2025-06-01,2025,6,Q2,Operations,CC-5001,Capex,95544.25
2025-06-01,2025,6,Q2,Operations,CC-5001,T&E,11889.18
2025-06-01,2025,6,Q2,Operations,CC-5001,Marketing Spend,140122.83
2025-06-01,2025,6,Q2,Operations,CC-5001,Software,62274.71
2025-06-01,2025,6,Q2,Operations,CC-5001,Utilities,8339.31
2025-06-01,2025,6,Q2,Operations,CC-5001,Headcount,90.61
2025-06-01,2025,6,Q2,Finance,CC-6001,Salaries,600543.1
2025-06-01,2025,6,Q2,Finance,CC-6001,OPEX,61533.54
2025-06-01,2025,6,Q2,Finance,CC-6001,Capex,97803.53
2025-06-01,2025,6,Q2,Finance,CC-6001,T&E,5842.36
2025-06-01,2025,6,Q2,Finance,CC-6001,Marketing Spend,51809.84
2025-06-01,2025,6,Q2,Finance,CC-6001,Software,76276.53
2025-06-01,2025,6,Q2,Finance,CC-6001,Utilities,14676.71
2025-06-01,2025,6,Q2,Finance,CC-6001,Headcount,77.77
2025-06-01,2025,6,Q2,IT,CC-7001,Salaries,701800.19
2025-06-01,2025,6,Q2,IT,CC-7001,OPEX,127966.43
2025-06-01,2025,6,Q2,IT,CC-7001,Capex,63972.02
2025-06-01,2025,6,Q2,IT,CC-7001,T&E,38871.98
2025-06-01,2025,6,Q2,IT,CC-7001,Marketing Spend,281984.83
2025-06-01,2025,6,Q2,IT,CC-7001,Software,32316.07
2025-06-01,2025,6,Q2,IT,CC-7001,Utilities,26684.18
2025-06-01,2025,6,Q2,IT,CC-7001,Headcount,48.51
2025-07-01,2025,7,Q3,Engineering,CC-1001,Salaries,666137.49
2025-07-01,2025,7,Q3,Engineering,CC-1001,OPEX,184391.71
2025-07-01,2025,7,Q3,Engineering,CC-1001,Capex,139699.25
2025-07-01,2025,7,Q3,Engineering,CC-1001,T&E,13666.79
2025-07-01,2025,7,Q3,Engineering,CC-1001,Marketing Spend,33499.17
2025-07-01,2025,7,Q3,Engineering,CC-1001,Software,62574.24
2025-07-01,2025,7,Q3,Engineering,CC-1001,Utilities,29942.95
2025-07-01,2025,7,Q3,Engineering,CC-1001,Headcount,102.1
2025-07-01,2025,7,Q3,Sales,CC-2001,Salaries,516908.33
2025-07-01,2025,7,Q3,Sales,CC-2001,OPEX,128622.33
2025-07-01,2025,7,Q3,Sales,CC-2001,Capex,33375.88
2025-07-01,2025,7,Q3,Sales,CC-2001,T&E,17599.79
2025-07-01,2025,7,Q3,Sales,CC-2001,Marketing Spend,218288.57
2025-07-01,2025,7,Q3,Sales,CC-2001,Software,24103.95
2025-07-01,2025,7,Q3,Sales,CC-2001,Utilities,11172.0
2025-07-01,2025,7,Q3,Sales,CC-2001,Headcount,96.34
2025-07-01,2025,7,Q3,Marketing,CC-3001,Salaries,409101.25
2025-07-01,2025,7,Q3,Marketing,CC-3001,OPEX,57321.84
2025-07-01,2025,7,Q3,Marketing,CC-3001,Capex,44888.83
2025-07-01,2025,7,Q3,Marketing,CC-3001,T&E,20609.39
2025-07-01,2025,7,Q3,Marketing,CC-3001,Marketing Spend,245963.6
2025-07-01,2025,7,Q3,Marketing,CC-3001,Software,37125.37
2025-07-01,2025,7,Q3,Marketing,CC-3001,Utilities,24025.27
2025-07-01,2025,7,Q3,Marketing,CC-3001,Headcount,113.87
2025-07-01,2025,7,Q3,HR,CC-4001,Salaries,739104.7
2025-07-01,2025,7,Q3,HR,CC-4001,OPEX,90538.52
2025-07-01,2025,7,Q3,HR,CC-4001,Capex,105132.86
2025-07-01,2025,7,Q3,HR,CC-4001,T&E,30522.97
2025-07-01,2025,7,Q3,HR,CC-4001,Marketing Spend,286594.98
2025-07-01,2025,7,Q3,HR,CC-4001,Software,19731.13
2025-07-01,2025,7,Q3,HR,CC-4001,Utilities,19105.44
2025-07-01,2025,7,Q3,HR,CC-4001,Headcount,93.49
2025-07-01,2025,7,Q3,Operations,CC-5001,Salaries,438549.96
2025-07-01,2025,7,Q3,Operations,CC-5001,OPEX,139163.07
2025-07-01,2025,7,Q3,Operations,CC-5001,Capex,47732.5
2025-07-01,2025,7,Q3,Operations,CC-5001,T&E,21742.56
2025-07-01,2025,7,Q3,Operations,CC-5001,Marketing Spend,106160.2
2025-07-01,2025,7,Q3,Operations,CC-5001,Software,24419.99
2025-07-01,2025,7,Q3,Operations,CC-5001,Utilities,26273.57
2025-07-01,2025,7,Q3,Operations,CC-5001,Headcount,95.99
2025-07-01,2025,7,Q3,Finance,CC-6001,Salaries,432511.26
2025-07-01,2025,7,Q3,Finance,CC-6001,OPEX,72653.77
2025-07-01,2025,7,Q3,Finance,CC-6001,Capex,94721.44
2025-07-01,2025,7,Q3,Finance,CC-6001,T&E,10969.55
2025-07-01,2025,7,Q3,Finance,CC-6001,Marketing Spend,213034.52
2025-07-01,2025,7,Q3,Finance,CC-6001,Software,60784.78
2025-07-01,2025,7,Q3,Finance,CC-6001,Utilities,23184.77
2025-07-01,2025,7,Q3,Finance,CC-6001,Headcount,78.05
2025-07-01,2025,7,Q3,IT,CC-7001,Salaries,469851.52
2025-07-01,2025,7,Q3,IT,CC-7001,OPEX,115671.65
2025-07-01,2025,7,Q3,IT,CC-7001,Capex,69841.07
2025-07-01,2025,7,Q3,IT,CC-7001,T&E,20963.37
2025-07-01,2025,7,Q3,IT,CC-7001,Marketing Spend,110698.24
2025-07-01,2025,7,Q3,IT,CC-7001,Software,22961.73
2025-07-01,2025,7,Q3,IT,CC-7001,Utilities,17791.21
2025-07-01,2025,7,Q3,IT,CC-7001,Headcount,75.4
2025-08-01,2025,8,Q3,Engineering,CC-1001,Salaries,686654.98
2025-08-01,2025,8,Q3,Engineering,CC-1001,OPEX,107697.53
2025-08-01,2025,8,Q3,Engineering,CC-1001,Capex,46231.24
2025-08-01,2025,8,Q3,Engineering,CC-1001,T&E,17713.66
2025-08-01,2025,8,Q3,Engineering,CC-1001,Marketing Spend,212739.02
2025-08-01,2025,8,Q3,Engineering,CC-1001,Software,55079.9
2025-08-01,2025,8,Q3,Engineering,CC-1001,Utilities,21424.51
2025-08-01,2025,8,Q3,Engineering,CC-1001,Headcount,9.66
2025-08-01,2025,8,Q3,Sales,CC-2001,Salaries,488561.42
2025-08-01,2025,8,Q3,Sales,CC-2001,OPEX,189019.85
2025-08-01,2025,8,Q3,Sales,CC-2001,Capex,140876.15
2025-08-01,2025,8,Q3,Sales,CC-2001,T&E,22424.83
2025-08-01,2025,8,Q3,Sales,CC-2001,Marketing Spend,218317.57
2025-08-01,2025,8,Q3,Sales,CC-2001,Software,11389.5
2025-08-01,2025,8,Q3,Sales,CC-2001,Utilities,13346.77
2025-08-01,2025,8,Q3,Sales,CC-2001,Headcount,39.75
2025-08-01,2025,8,Q3,Marketing,CC-3001,Salaries,692569.97
2025-08-01,2025,8,Q3,Marketing,CC-3001,OPEX,107828.47
2025-08-01,2025,8,Q3,Marketing,CC-3001,Capex,106732.39
2025-08-01,2025,8,Q3,Marketing,CC-3001,T&E,22685.38
2025-08-01,2025,8,Q3,Marketing,CC-3001,Marketing Spend,165756.73
2025-08-01,2025,8,Q3,Marketing,CC-3001,Software,36179.01
2025-08-01,2025,8,Q3,Marketing,CC-3001,Utilities,17914.85
2025-08-01,2025,8,Q3,Marketing,CC-3001,Headcount,69.74
2025-08-01,2025,8,Q3,HR,CC-4001,Salaries,817527.89
2025-08-01,2025,8,Q3,HR,CC-4001,OPEX,196647.69
2025-08-01,2025,8,Q3,HR,CC-4001,Capex,26693.56
2025-08-01,2025,8,Q3,HR,CC-4001,T&E,39506.32
2025-08-01,2025,8,Q3,HR,CC-4001,Marketing Spend,157415.65
2025-08-01,2025,8,Q3,HR,CC-4001,Software,12030.56
2025-08-01,2025,8,Q3,HR,CC-4001,Utilities,19822.73
2025-08-01,2025,8,Q3,HR,CC-4001,Headcount,112.01
2025-08-01,2025,8,Q3,Operations,CC-5001,Salaries,814979.24
2025-08-01,2025,8,Q3,Operations,CC-5001,OPEX,183491.74
2025-08-01,2025,8,Q3,Operations,CC-5001,Capex,136236.93
2025-08-01,2025,8,Q3,Operations,CC-5001,T&E,23307.41
2025-08-01,2025,8,Q3,Operations,CC-5001,Marketing Spend,184885.1
2025-08-01,2025,8,Q3,Operations,CC-5001,Software,64481.57
2025-08-01,2025,8,Q3,Operations,CC-5001,Utilities,22409.35
2025-08-01,2025,8,Q3,Operations,CC-5001,Headcount,22.73
2025-08-01,2025,8,Q3,Finance,CC-6001,Salaries,651027.03
2025-08-01,2025,8,Q3,Finance,CC-6001,OPEX,122531.92
2025-08-01,2025,8,Q3,Finance,CC-6001,Capex,61259.22
2025-08-01,2025,8,Q3,Finance,CC-6001,T&E,25310.59
2025-08-01,2025,8,Q3,Finance,CC-6001,Marketing Spend,81602.32
2025-08-01,2025,8,Q3,Finance,CC-6001,Software,49189.24
2025-08-01,2025,8,Q3,Finance,CC-6001,Utilities,7982.04
2025-08-01,2025,8,Q3,Finance,CC-6001,Headcount,68.72
2025-08-01,2025,8,Q3,IT,CC-7001,Salaries,603182.62
2025-08-01,2025,8,Q3,IT,CC-7001,OPEX,106959.2
2025-08-01,2025,8,Q3,IT,CC-7001,Capex,51555.8
2025-08-01,2025,8,Q3,IT,CC-7001,T&E,12768.51
2025-08-01,2025,8,Q3,IT,CC-7001,Marketing Spend,110997.99
2025-08-01,2025,8,Q3,IT,CC-7001,Software,51307.93
2025-08-01,2025,8,Q3,IT,CC-7001,Utilities,23899.53
2025-08-01,2025,8,Q3,IT,CC-7001,Headcount,83.98
2025-09-01,2025,9,Q3,Engineering,CC-1001,Salaries,712889.5
2025-09-01,2025,9,Q3,Engineering,CC-1001,OPEX,169517.76
2025-09-01,2025,9,Q3,Engineering,CC-1001,Capex,38865.75
2025-09-01,2025,9,Q3,Engineering,CC-1001,T&E,24567.88
2025-09-01,2025,9,Q3,Engineering,CC-1001,Marketing Spend,263418.31
2025-09-01,2025,9,Q3,Engineering,CC-1001,Software,13190.21
2025-09-01,2025,9,Q3,Engineering,CC-1001,Utilities,22481.0
2025-09-01,2025,9,Q3,Engineering,CC-1001,Headcount,88.59
2025-09-01,2025,9,Q3,Sales,CC-2001,Salaries,662689.4
2025-09-01,2025,9,Q3,Sales,CC-2001,OPEX,98347.79
2025-09-01,2025,9,Q3,Sales,CC-2001,Capex,59149.47
2025-09-01,2025,9,Q3,Sales,CC-2001,T&E,12012.88
2025-09-01,2025,9,Q3,Sales,CC-2001,Marketing Spend,241211.92
2025-09-01,2025,9,Q3,Sales,CC-2001,Software,29928.68
2025-09-01,2025,9,Q3,Sales,CC-2001,Utilities,7691.87
2025-09-01,2025,9,Q3,Sales,CC-2001,Headcount,12.65
2025-09-01,2025,9,Q3,Marketing,CC-3001,Salaries,718672.86
2025-09-01,2025,9,Q3,Marketing,CC-3001,OPEX,169501.59
2025-09-01,2025,9,Q3,Marketing,CC-3001,Capex,128375.6
2025-09-01,2025,9,Q3,Marketing,CC-3001,T&E,21354.01
2025-09-01,2025,9,Q3,Marketing,CC-3001,Marketing Spend,101172.72
2025-09-01,2025,9,Q3,Marketing,CC-3001,Software,38756.86
2025-09-01,2025,9,Q3,Marketing,CC-3001,Utilities,26479.11
2025-09-01,2025,9,Q3,Marketing,CC-3001,Headcount,47.3
2025-09-01,2025,9,Q3,HR,CC-4001,Salaries,630595.18
2025-09-01,2025,9,Q3,HR,CC-4001,OPEX,68792.92
2025-09-01,2025,9,Q3,HR,CC-4001,Capex,137313.12
2025-09-01,2025,9,Q3,HR,CC-4001,T&E,20567.24
2025-09-01,2025,9,Q3,HR,CC-4001,Marketing Spend,199864.69
2025-09-01,2025,9,Q3,HR,CC-4001,Software,66440.07
2025-09-01,2025,9,Q3,HR,CC-4001,Utilities,5489.12
2025-09-01,2025,9,Q3,HR,CC-4001,Headcount,67.59
2025-09-01,2025,9,Q3,Operations,CC-5001,Salaries,677158.87
2025-09-01,2025,9,Q3,Operations,CC-5001,OPEX,132007.71
2025-09-01,2025,9,Q3,Operations,CC-5001,Capex,119114.16
2025-09-01,2025,9,Q3,Operations,CC-5001,T&E,5959.95
2025-09-01,2025,9,Q3,Operations,CC-5001,Marketing Spend,44400.56
2025-09-01,2025,9,Q3,Operations,CC-5001,Software,33575.83
2025-09-01,2025,9,Q3,Operations,CC-5001,Utilities,27474.33
2025-09-01,2025,9,Q3,Operations,CC-5001,Headcount,19.69
2025-09-01,2025,9,Q3,Finance,CC-6001,Salaries,831037.39
2025-09-01,2025,9,Q3,Finance,CC-6001,OPEX,181372.11
2025-09-01,2025,9,Q3,Finance,CC-6001,Capex,124925.6
2025-09-01,2025,9,Q3,Finance,CC-6001,T&E,9304.55
2025-09-01,2025,9,Q3,Finance,CC-6001,Marketing Spend,283437.47
2025-09-01,2025,9,Q3,Finance,CC-6001,Software,56154.47
2025-09-01,2025,9,Q3,Finance,CC-6001,Utilities,19265.08
2025-09-01,2025,9,Q3,Finance,CC-6001,Headcount,22.06
2025-09-01,2025,9,Q3,IT,CC-7001,Salaries,571205.86
2025-09-01,2025,9,Q3,IT,CC-7001,OPEX,169009.42
2025-09-01,2025,9,Q3,IT,CC-7001,Capex,26898.02
2025-09-01,2025,9,Q3,IT,CC-7001,T&E,23733.78
2025-09-01,2025,9,Q3,IT,CC-7001,Marketing Spend,171004.49
2025-09-01,2025,9,Q3,IT,CC-7001,Software,29351.85
2025-09-01,2025,9,Q3,IT,CC-7001,Utilities,16354.04
2025-09-01,2025,9,Q3,IT,CC-7001,Headcount,48.67
